#queryIndex	queryItem	stringId	preferredName	annotation
322	DNM2	9606.ENSP00000373905	DNM2	Dynamin-2; Microtubule-associated force-producing protein involved in producing microtubule bundles and able to bind and hydrolyze GTP. Plays a role in the regulation of neuron morphology, axon growth and formation of neuronal growth cones (By similarity). Plays an important role in vesicular trafficking processes, in particular endocytosis. Involved in cytokinesis. Regulates maturation of apoptotic cell corpse-containing phagosomes by recruiting PIK3C3 to the phagosome membrane (By similarity); Pleckstrin homology domain containing
323	GAK	9606.ENSP00000314499	GAK	Cyclin-G-associated kinase; Associates with cyclin G and CDK5. Seems to act as an auxilin homolog that is involved in the uncoating of clathrin- coated vesicles by Hsc70 in non-neuronal cells. Expression oscillates slightly during the cell cycle, peaking at G1; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family
324	ITGB1	9606.ENSP00000379350	ITGB1	Integrin beta-1; Integrins alpha-1/beta-1, alpha-2/beta-1, alpha-10/beta- 1 and alpha-11/beta-1 are receptors for collagen. Integrins alpha- 1/beta-1 and alpha-2/beta-2 recognize the proline-hydroxylated sequence G-F-P-G-E-R in collagen. Integrins alpha-2/beta-1, alpha- 3/beta-1, alpha-4/beta-1, alpha-5/beta-1, alpha-8/beta-1, alpha- 10/beta-1, alpha-11/beta-1 and alpha-V/beta-1 are receptors for fibronectin. Alpha-4/beta-1 recognizes one or more domains within the alternatively spliced CS-1 and CS-5 regions of fibronectin. Integrin alpha-5/beta-1 is a receptor for fibrinogen. Integrin [...] 
325	NRXN1	9606.ENSP00000385142	NRXN1	Neurexin-1; Cell surface protein involved in cell-cell-interactions, exocytosis of secretory granules and regulation of signal transmission. Function is isoform-specific. Alpha-type isoforms have a long N-terminus with six laminin G-like domains and play an important role in synaptic signal transmission. Alpha-type isoforms play a role in the regulation of calcium channel activity and Ca(2+)-triggered neurotransmitter release at synapses and at neuromuscular junctions. They play an important role in Ca(2+)- triggered exocytosis of secretory granules in pituitary gland. They may effect  [...] 
326	MAPK8IP1	9606.ENSP00000241014	MAPK8IP1	C-Jun-amino-terminal kinase-interacting protein 1; The JNK-interacting protein (JIP) group of scaffold proteins selectively mediates JNK signaling by aggregating specific components of the MAPK cascade to form a functional JNK signaling module. Required for JNK activation in response to excitotoxic stress. Cytoplasmic MAPK8IP1 causes inhibition of JNK- regulated activity by retaining JNK in the cytoplasm and inhibiting JNK phosphorylation of c-Jun. May also participate in ApoER2-specific reelin signaling. Directly, or indirectly, regulates GLUT2 gene expression and beta-cell function.  [...] 
327	CPE	9606.ENSP00000386104	CPE	Carboxypeptidase E; Removes residual C-terminal Arg or Lys remaining after initial endoprotease cleavage during prohormone processing. Processes proinsulin; Belongs to the peptidase M14 family
328	NETO1	9606.ENSP00000313088	NETO1	Neuropilin and tolloid-like protein 1; Involved in the development and/or maintenance of neuronal circuitry. Accessory subunit of the neuronal N-methyl-D- aspartate receptor (NMDAR) critical for maintaining the abundance of GRIN2A-containing NMDARs in the postsynaptic density. Regulates long-term NMDA receptor-dependent synaptic plasticity and cognition, at least in the context of spatial learning and memory (By similarity)
329	GLUL	9606.ENSP00000307900	GLUL	Glutamine synthetase; This enzyme has 2 functions: it catalyzes the production of glutamine and 4-aminobutanoate (gamma-aminobutyric acid, GABA), the latter in a pyridoxal phosphate-independent manner (By similarity). Essential for proliferation of fetal skin fibroblasts; Belongs to the glutamine synthetase family
330	SV2B	9606.ENSP00000377779	SV2B	Synaptic vesicle glycoprotein 2B; Probably plays a role in the control of regulated secretion in neural and endocrine cells
331	NEFH	9606.ENSP00000311997	NEFH	Neurofilament heavy polypeptide; Neurofilaments usually contain three intermediate filament proteins: L, M, and H which are involved in the maintenance of neuronal caliber. NF-H has an important function in mature axons that is not subserved by the two smaller NF proteins
332	PSMC4	9606.ENSP00000157812	PSMC4	26S proteasome regulatory subunit 6B; Component of the 26S proteasome, a multiprotein complex involved in the ATP-dependent degradation of ubiquitinated proteins. This complex plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins, which could impair cellular functions, and by removing proteins whose functions are no longer required. Therefore, the proteasome participates in numerous cellular processes, including cell cycle progression, apoptosis, or DNA damage repair. PSMC4 belongs to the heterohexameric ring of AAA (ATPases associated wit [...] 
333	CDH15	9606.ENSP00000289746	CDH15	Cadherin-15; Cadherins are calcium-dependent cell adhesion proteins. They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types. M-cadherin is part of the myogenic program and may provide a trigger for terminal muscle differentiation
334	CASK	9606.ENSP00000367408	CASK	Peripheral plasma membrane protein CASK; Multidomain scaffolding protein with a role in synaptic transmembrane protein anchoring and ion channel trafficking. Contributes to neural development and regulation of gene expression via interaction with the transcription factor TBR1. Binds to cell-surface proteins, including amyloid precursor protein, neurexins and syndecans. May mediate a link between the extracellular matrix and the actin cytoskeleton via its interaction with syndecan and with the actin/spectrin-binding protein 4.1; In the N-terminal section; belongs to the protein kinase s [...] 
335	ATCAY	9606.ENSP00000390941	ATCAY	Caytaxin; Functions in the development of neural tissues, particularly the postnatal maturation of the cerebellar cortex. May play a role in neurotransmission through regulation of glutaminase/GLS, an enzyme responsible for the production in neurons of the glutamate neurotransmitter. Alternatively, may regulate the localization of mitochondria within axons and dendrites; BCH domain containing 
336	RAB10	9606.ENSP00000264710	RAB10	Ras-related protein Rab-10; The small GTPases Rab are key regulators of intracellular membrane trafficking, from the formation of transport vesicles to their fusion with membranes. Rabs cycle between an inactive GDP-bound form and an active GTP-bound form that is able to recruit to membranes different set of downstream effectors directly responsible for vesicle formation, movement, tethering and fusion (By similarity). That Rab is mainly involved in the biosynthetic transport of proteins from the Golgi to the plasma membrane. Regulates, for instance, SLC2A4/GLUT4 glucose transporter-en [...] 
337	DTNBP1	9606.ENSP00000341680	DTNBP1	Dysbindin; Component of the BLOC-1 complex, a complex that is required for normal biogenesis of lysosome-related organelles (LRO), such as platelet dense granules and melanosomes. In concert with the AP-3 complex, the BLOC-1 complex is required to target membrane protein cargos into vesicles assembled at cell bodies for delivery into neurites and nerve terminals. The BLOC-1 complex, in association with SNARE proteins, is also proposed to be involved in neurite extension. Associates with the BLOC-2 complex to facilitate the transport of TYRP1 independent of AP-3 function. Plays a role i [...] 
338	HNRNPD	9606.ENSP00000313199	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0; Binds with high affinity to RNA molecules that contain AU-rich elements (AREs) found within the 3'-UTR of many proto- oncogenes and cytokine mRNAs. Also binds to double- and single- stranded DNA sequences in a specific manner and functions a transcription factor. Each of the RNA-binding domains specifically can bind solely to a single-stranded non-monotonous 5'-UUAG-3' sequence and also weaker to the single-stranded 5'-TTAGGG-3' telomeric DNA repeat. Binds RNA oligonucleotides with 5'-UUAGGG-3' repeats more tightly than the telomeric single-s [...] 
339	CHAT	9606.ENSP00000337103	CHAT	Choline O-acetyltransferase; Catalyzes the reversible synthesis of acetylcholine (ACh) from acetyl CoA and choline at cholinergic synapses; Belongs to the carnitine/choline acetyltransferase family
340	LAMA5	9606.ENSP00000252999	LAMA5	Laminin subunit alpha-5; Binding to cells via a high affinity receptor, laminin is thought to mediate the attachment, migration and organization of cells into tissues during embryonic development by interacting with other extracellular matrix components
341	FCHO2	9606.ENSP00000393776	FCHO2	F-BAR domain only protein 2; Functions in an early step of clathrin-mediated endocytosis. Has both a membrane binding/bending activity and the ability to recruit proteins essential to the formation of functional clathrin-coated pits. Has a lipid-binding activity with a preference for membranes enriched in phosphatidylserine and phosphoinositides (Pi(4,5) biphosphate) like the plasma membrane. Its membrane-bending activity might be important for the subsequent action of clathrin and adaptors in the formation of clathrin-coated vesicles. Involved in adaptor protein complex AP- 2-dependen [...] 
342	STX19	9606.ENSP00000320679	STX19	Syntaxin-19; Syntaxin 19; Belongs to the syntaxin family
343	GPC4	9606.ENSP00000359864	GPC4	Glypican-4; Cell surface proteoglycan that bears heparan sulfate. May be involved in the development of kidney tubules and of the central nervous system (By similarity); Belongs to the glypican family
344	PAK2	9606.ENSP00000314067	PAK2	Serine/threonine-protein kinase PAK 2; Serine/threonine protein kinase that plays a role in a variety of different signaling pathways including cytoskeleton regulation, cell motility, cell cycle progression, apoptosis or proliferation. Acts as downstream effector of the small GTPases CDC42 and RAC1. Activation by the binding of active CDC42 and RAC1 results in a conformational change and a subsequent autophosphorylation on several serine and/or threonine residues. Full-length PAK2 stimulates cell survival and cell growth. Phosphorylates MAPK4 and MAPK6 and activates the downstream targ [...] 
345	GRIN1	9606.ENSP00000360608	GRIN1	Glutamate receptor ionotropic, NMDA 1; Component of NMDA receptor complexes that function as heterotetrameric, ligand-gated ion channels with high calcium permeability and voltage-dependent sensitivity to magnesium. Channel activation requires binding of the neurotransmitter glutamate to the epsilon subunit, glycine binding to the zeta subunit, plus membrane depolarization to eliminate channel inhibition by Mg(2+). Sensitivity to glutamate and channel kinetics depend on the subunit composition; Belongs to the glutamate-gated ion channel (TC 1.A.10.1) family. NR1/GRIN1 subfamily
346	RPS18	9606.ENSP00000393241	RPS18	40S ribosomal protein S18; Located at the top of the head of the 40S subunit, it contacts several helices of the 18S rRNA; S ribosomal proteins
347	SEPT11	9606.ENSP00000264893	SEPT11	Septin-11; Filament-forming cytoskeletal GTPase. May play a role in cytokinesis (Potential). May play a role in the cytoarchitecture of neurons, including dendritic arborization and dendritic spines, and in GABAergic synaptic connectivity (By similarity). During Listeria monocytogenes infection, not required for the bacterial entry process, but restricts its efficacy; Septins
348	ENAH	9606.ENSP00000355809	ENAH	Protein enabled homolog; Ena/VASP proteins are actin-associated proteins involved in a range of processes dependent on cytoskeleton remodeling and cell polarity such as axon guidance and lamellipodial and filopodial dynamics in migrating cells. ENAH induces the formation of F-actin rich outgrowths in fibroblasts. Acts synergistically with BAIAP2-alpha and downstream of NTN1 to promote filipodia formation (By similarity); ENAH/VASPs
349	CALCA	9606.ENSP00000331746	CALCA	Calcitonin; Calcitonin causes a rapid but short-lived drop in the level of calcium and phosphate in blood by promoting the incorporation of those ions in the bones; Endogenous ligands
350	DVL1	9606.ENSP00000368169	DVL1	Segment polarity protein dishevelled homolog DVL-1; Participates in Wnt signaling by binding to the cytoplasmic C-terminus of frizzled family members and transducing the Wnt signal to down-stream effectors. Plays a role both in canonical and non-canonical Wnt signaling. Plays a role in the signal transduction pathways mediated by multiple Wnt genes. Required for LEF1 activation upon WNT1 and WNT3A signaling. DVL1 and PAK1 form a ternary complex with MUSK which is important for MUSK-dependent regulation of AChR clustering during the formation of the neuromuscular junction (NMJ); Disheve [...] 
351	MICAL1	9606.ENSP00000351664	MICAL1	[F-actin]-monooxygenase MICAL1; Monooxygenase that promotes depolymerization of F-actin by mediating oxidation of specific methionine residues on actin to form methionine-sulfoxide, resulting in actin filament disassembly and preventing repolymerization (By similarity). In the absence of actin, it also functions as a NADPH oxidase producing H(2)O(2). Acts as a cytoskeletal regulator that connects NEDD9 to intermediate filaments. Also acts as a negative regulator of apoptosis via its interaction with STK38 and STK38L; acts by antagonizing STK38 and STK38L activation by MST1/STK4. Involv [...] 
352	GAD2	9606.ENSP00000365437	GAD2	Glutamate decarboxylase 2; Catalyzes the production of GABA
353	CTNNB1	9606.ENSP00000344456	CTNNB1	Catenin beta-1; Key downstream component of the canonical Wnt signaling pathway. In the absence of Wnt, forms a complex with AXIN1, AXIN2, APC, CSNK1A1 and GSK3B that promotes phosphorylation on N-terminal Ser and Thr residues and ubiquitination of CTNNB1 via BTRC and its subsequent degradation by the proteasome. In the presence of Wnt ligand, CTNNB1 is not ubiquitinated and accumulates in the nucleus, where it acts as a coactivator for transcription factors of the TCF/LEF family, leading to activate Wnt responsive genes. Involved in the regulation of cell adhesion, as component of an  [...] 
354	GRIK4	9606.ENSP00000435648	GRIK4	Glutamate receptor ionotropic, kainate 4; Receptor for glutamate. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. The postsynaptic actions of Glu are mediated by a variety of receptors that are named according to their selective agonists; Glutamate ionotropic receptor kainate type subunits
355	LRFN1	9606.ENSP00000248668	LRFN1	Leucine-rich repeat and fibronectin type III domain-containing protein 1; Promotes neurite outgrowth in hippocampal neurons. Involved in the regulation and maintenance of excitatory synapses. Induces the clustering of excitatory postsynaptic proteins, including DLG4, DLGAP1, GRIA1 and GRIN1 (By similarity); Fibronectin type III domain containing
356	MCTP1	9606.ENSP00000424126	MCTP1	Multiple C2 and transmembrane domain-containing protein 1; Calcium sensor which is essential for the stabilization of normal baseline neurotransmitter release and for the induction and long-term maintenance of presynaptic homeostatic plasticity; Belongs to the MCTP family
357	CNR1	9606.ENSP00000358513	CNR1	Cannabinoid receptor 1; G-protein coupled receptor for endogenous cannabinoids (eCBs), including N-arachidonoylethanolamide (also called anandamide or AEA) and 2-arachidonoylglycerol (2-AG), as well as phytocannabinoids, such as delta(9)-tetrahydrocannabinol (THC). Mediates many cannabinoid-induced effects, acting, among others, on food intake, memory loss, gastrointestinal motility, catalepsy, ambulatory activity, anxiety, chronic pain. Signaling typically involves reduction in cyclic AMP. In the hypothalamus, may have a dual effect on mitochondrial respiration depending upon the agon [...] 
359	GAD1	9606.ENSP00000350928	GAD1	Glutamate decarboxylase 1; Catalyzes the production of GABA; Belongs to the group II decarboxylase family
360	KCTD8	9606.ENSP00000353129	KCTD8	BTB/POZ domain-containing protein KCTD8; Auxiliary subunit of GABA-B receptors that determine the pharmacology and kinetics of the receptor response. Increases agonist potency and markedly alter the G-protein signaling of the receptors by accelerating onset and promoting desensitization (By similarity)
361	NTNG1	9606.ENSP00000359085	NTNG1	Netrin-G1; Involved in controlling patterning and neuronal circuit formation at the laminar, cellular, subcellular and synaptic levels. Promotes neurite outgrowth of both axons and dendrites; Netrins
362	RPS13	9606.ENSP00000435777	RPS13	Ribosomal protein S13
363	NECTIN1	9606.ENSP00000264025	PVRL1	Nectin-1; Promotes cell-cell contacts by forming homophilic or heterophilic trans-dimers. Heterophilic interactions have been detected between NECTIN1 and NECTIN3 and between NECTIN1 and NECTIN4. Has some neurite outgrowth-promoting activity; Belongs to the nectin family
364	PTK2B	9606.ENSP00000380638	PTK2B	Protein-tyrosine kinase 2-beta; Non-receptor protein-tyrosine kinase that regulates reorganization of the actin cytoskeleton, cell polarization, cell migration, adhesion, spreading and bone remodeling. Plays a role in the regulation of the humoral immune response, and is required for normal levels of marginal B-cells in the spleen and normal migration of splenic B-cells. Required for normal macrophage polarization and migration towards sites of inflammation. Regulates cytoskeleton rearrangement and cell spreading in T- cells, and contributes to the regulation of T-cell responses. Promo [...] 
365	CAMK2B	9606.ENSP00000379098	CAMK2B	Calcium/calmodulin-dependent protein kinase type II subunit beta; Calcium/calmodulin-dependent protein kinase that functions autonomously after Ca(2+)/calmodulin-binding and autophosphorylation, and is involved in dendritic spine and synapse formation, neuronal plasticity and regulation of sarcoplasmic reticulum Ca(2+) transport in skeletal muscle. In neurons, plays an essential structural role in the reorganization of the actin cytoskeleton during plasticity by binding and bundling actin filaments in a kinase-independent manner. This structural function is required for correct targeti [...] 
366	STX1B	9606.ENSP00000215095	STX1B	Syntaxin-1B; Potentially involved in docking of synaptic vesicles at presynaptic active zones. May mediate Ca(2+)-regulation of exocytosis acrosomal reaction in sperm (By similarity); Belongs to the syntaxin family
367	GPER1	9606.ENSP00000380281	GPER1	G-protein coupled estrogen receptor 1; G-protein coupled estrogen receptor that binds to 17- beta-estradiol (E2) with high affinity, leading to rapid and transient activation of numerous intracellular signaling pathways. Stimulates cAMP production, calcium mobilization and tyrosine kinase Src inducing the release of heparin-bound epidermal growth factor (HB-EGF) and subsequent transactivation of the epidermal growth factor receptor (EGFR), activating downstream signaling pathways such as PI3K/Akt and ERK/MAPK. Mediates pleiotropic functions among others in the cardiovascular, endocrine [...] 
368	PTPRN	9606.ENSP00000295718	PTPRN	Receptor-type tyrosine-protein phosphatase-like N; Plays a role in vesicle-mediated secretory processes. Required for normal accumulation of secretory vesicles in hippocampus, pituitary and pancreatic islets (By similarity). Required for the accumulation of normal levels of insulin-containing vesicles and preventing their degradation. Plays a role in insulin secretion in response to glucose stimuli. Required for normal accumulation of the neurotransmitters norepinephrine, dopamine and serotonin in the brain (By similarity). In females, but not in males, required for normal accumulation [...] 
369	MYO7A	9606.ENSP00000386331	MYO7A	Unconventional myosin-VIIa; Myosins are actin-based motor molecules with ATPase activity. Unconventional myosins serve in intracellular movements. Their highly divergent tails bind to membranous compartments, which are then moved relative to actin filaments. In the retina, plays an important role in the renewal of the outer photoreceptor disks. Plays an important role in the distribution and migration of retinal pigment epithelial (RPE) melanosomes and phagosomes, and in the regulation of opsin transport in retinal photoreceptors. In the inner ear, plays an important role in differenti [...] 
370	MDGA1	9606.ENSP00000402584	MDGA1	MAM domain-containing glycosylphosphatidylinositol anchor protein 1; Required for radial migration of cortical neurons in the superficial layer of the neocortex (By similarity). Plays a role in the formation or maintenance of inhibitory synapses. May function by inhibiting the activity of NLGN2; I-set domain containing
371	DRD3	9606.ENSP00000373169	DRD3	D(3) dopamine receptor; Dopamine receptor whose activity is mediated by G proteins which inhibit adenylyl cyclase. Promotes cell proliferation; Belongs to the G-protein coupled receptor 1 family
372	ADD1	9606.ENSP00000264758	ADD1	Alpha-adducin; Membrane-cytoskeleton-associated protein that promotes the assembly of the spectrin-actin network. Binds to calmodulin
373	CDH9	9606.ENSP00000231021	CDH9	Cadherin-9; Cadherins are calcium-dependent cell adhesion proteins. They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types
374	ATP2B2	9606.ENSP00000353414	ATP2B2	Plasma membrane calcium-transporting ATPase 2; This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium out of the cell; ATPases Ca2+ transporting
375	ATP1A3	9606.ENSP00000444688	ATP1A3	Sodium/potassium-transporting ATPase subunit alpha-3; This is the catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of sodium and potassium ions across the plasma membrane. This action creates the electrochemical gradient of sodium and potassium ions, providing the energy for active transport of various nutrients; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IIC subfamily
376	GABRR3	9606.ENSP00000481321	GABRR3	Gamma-aminobutyric acid receptor subunit rho-3; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel; Gamma-aminobutyric acid type A receptor subunits
377	STX1A	9606.ENSP00000222812	STX1A	Syntaxin-1A; Plays a role in hormone and neurotransmitter exocytosis (By similarity). Potentially involved in docking of synaptic vesicles at presynaptic active zones. May mediate Ca(2+)- regulation of exocytosis acrosomal reaction in sperm; Syntaxins
378	PPT1	9606.ENSP00000394863	PPT1	Palmitoyl-protein thioesterase 1; Removes thioester-linked fatty acyl groups such as palmitate from modified cysteine residues in proteins or peptides during lysosomal degradation. Prefers acyl chain lengths of 14 to 18 carbons; Belongs to the palmitoyl-protein thioesterase family
379	ABR	9606.ENSP00000303909	ABR	Active breakpoint cluster region-related protein; GTPase-activating protein for RAC and CDC42. Promotes the exchange of RAC or CDC42-bound GDP by GTP, thereby activating them; C2 domain containing
380	SNTB1	9606.ENSP00000378965	SNTB1	Beta-1-syntrophin; Adapter protein that binds to and probably organizes the subcellular localization of a variety of membrane proteins. May link various receptors to the actin cytoskeleton and the dystrophin glycoprotein complex; Belongs to the syntrophin family
381	HCN3	9606.ENSP00000357342	HCN3	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3; Hyperpolarization-activated potassium channel. May also facilitate the permeation of sodium ions; Cyclic nucleotide gated channels
382	DENND1A	9606.ENSP00000362727	DENND1A	DENN domain-containing protein 1A; Guanine nucleotide exchange factor (GEF) regulating clathrin-mediated endocytosis through RAB35 activation. Promotes the exchange of GDP to GTP, converting inactive GDP-bound RAB35 into its active GTP-bound form. Regulates clathrin-mediated endocytosis of synaptic vesicles and mediates exit from early endosomes. Binds phosphatidylinositol-phosphates (PtdInsPs), with some preference for PtdIns(3)P (By similarity); DENN/MADD domain containing
383	MAF1	9606.ENSP00000318604	MAF1	Repressor of RNA polymerase III transcription MAF1 homolog; Element of the mTORC1 signaling pathway that acts as a mediator of diverse signals and that represses RNA polymerase III transcription. Inhibits the de novo assembly of TFIIIB onto DNA
384	PCLO	9606.ENSP00000334319	PCLO	Protein piccolo; May act as a scaffolding protein involved in the organization of synaptic active zones and in synaptic vesicle trafficking; C2 domain containing
385	SDK2	9606.ENSP00000376421	SDK2	Protein sidekick-2; Adhesion molecule that promotes lamina-specific synaptic connections in the retina and is specifically required for the formation of neuronal circuits that detect motion. Acts by promoting formation of synapses between two specific retinal cell types: the retinal ganglion cells W3B-RGCs and the excitatory amacrine cells VG3-ACs. Formation of synapses between these two cells plays a key role in detection of motion. Promotes synaptic connectivity via homophilic interactions; Fibronectin type III domain containing
386	CNN3	9606.ENSP00000359225	CNN3	Calponin-3; Thin filament-associated protein that is implicated in the regulation and modulation of smooth muscle contraction. It is capable of binding to actin, calmodulin, troponin C and tropomyosin. The interaction of calponin with actin inhibits the actomyosin Mg-ATPase activity
387	CTNNA2	9606.ENSP00000384638	CTNNA2	Catenin alpha-2; May function as a linker between cadherin adhesion receptors and the cytoskeleton to regulate cell-cell adhesion and differentiation in the nervous system. Regulates morphological plasticity of synapses and cerebellar and hippocampal lamination during development. Functions in the control of startle modulation; Alpha catenins
388	SYT6	9606.ENSP00000477344	SYT6	Synaptotagmin-6; May be involved in Ca(2+)-dependent exocytosis of secretory vesicles through Ca(2+) and phospholipid binding to the C2 domain or may serve as Ca(2+) sensors in the process of vesicular trafficking and exocytosis. May mediate Ca(2+)- regulation of exocytosis in acrosomal reaction in sperm (By similarity); Synaptotagmins
389	CALM1	9606.ENSP00000349467	CALM1	Calmodulin-1; Calmodulin mediates the control of a large number of enzymes, ion channels, aquaporins and other proteins through calcium-binding. Among the enzymes to be stimulated by the calmodulin-calcium complex are a number of protein kinases and phosphatases. Together with CCP110 and centrin, is involved in a genetic pathway that regulates the centrosome cycle and progression through cytokinesis. Mediates calcium-dependent inactivation of CACNA1C. Positively regulates calcium-activated potassium channel activity of KCNN2
390	CYFIP2	9606.ENSP00000444645	CYFIP2	Cytoplasmic FMR1-interacting protein 2; Involved in T-cell adhesion and p53/TP53-dependent induction of apoptosis. Does not bind RNA. As component of the WAVE1 complex, required for BDNF-NTRK2 endocytic trafficking and signaling from early endosomes (By similarity); Belongs to the CYFIP family
391	HNRNPA3	9606.ENSP00000376309	HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3; Plays a role in cytoplasmic trafficking of RNA. Binds to the cis-acting response element, A2RE. May be involved in pre-mRNA splicing; RNA binding motif containing
392	CTTNBP2	9606.ENSP00000160373	CTTNBP2	Cortactin-binding protein 2; Regulates the dendritic spine distribution of CTTN/cortactin in hippocampal neurons, thus controls dendritic spinogenesis and dendritic spine maintenance; Ankyrin repeat domain containing
393	SYT8	9606.ENSP00000371394	SYT8	Synaptotagmin-8; Isoform 4 may play a role in the trafficking and exocytosis of secretory vesicles in non-neuronal tissues. Mediates Ca(2+)-regulation of exocytosis acrosomal reaction in sperm. May mediate Ca(2+)-regulation of exocytosis in insulin secreted cells (By similarity); Belongs to the synaptotagmin family
394	RAB4A	9606.ENSP00000355651	RAB4A	Ras-related protein Rab-4A; Protein transport. Probably involved in vesicular traffic (By similarity); RAB, member RAS oncogene GTPases
395	CLN3	9606.ENSP00000454229	CLN3	Battenin; Involved in microtubule-dependent, anterograde transport of late endosomes and lysosomes
396	JAK2	9606.ENSP00000371067	JAK2	Tyrosine-protein kinase JAK2; Non-receptor tyrosine kinase involved in various processes such as cell growth, development, differentiation or histone modifications. Mediates essential signaling events in both innate and adaptive immunity. In the cytoplasm, plays a pivotal role in signal transduction via its association with type I receptors such as growth hormone (GHR), prolactin (PRLR), leptin (LEPR), erythropoietin (EPOR), thrombopoietin (THPO); or type II receptors including IFN-alpha, IFN-beta, IFN-gamma and multiple interleukins. Following ligand-binding to cell surface receptors, [...] 
397	RPL5	9606.ENSP00000359345	RPL5	60S ribosomal protein L5; Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl- transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through [...] 
398	KCNJ9	9606.ENSP00000357067	KCNJ9	G protein-activated inward rectifier potassium channel 3; This receptor is controlled by G proteins. Inward rectifier potassium channels are characterized by a greater tendency to allow potassium to flow into the cell rather than out of it. Their voltage dependence is regulated by the concentration of extracellular potassium; as external potassium is raised, the voltage range of the channel opening shifts to more positive voltages. The inward rectification is mainly due to the blockage of outward current by internal magnesium (By similarity); Belongs to the inward rectifier-type potass [...] 
399	PORCN	9606.ENSP00000322304	PORCN	Protein-serine O-palmitoleoyltransferase porcupine; Protein-serine O-palmitoleoyltransferase that acts as a key regulator of the Wnt signaling pathway by mediating the attachment of palmitoleate, a 16-carbon monounsaturated fatty acid (C16:1), to Wnt proteins. Serine palmitoleylation of WNT proteins is required for efficient binding to frizzled receptors; Membrane bound O-acyltransferases
400	SYT12	9606.ENSP00000377520	SYT12	Synaptotagmin-12; May be involved in Ca(2+)-dependent exocytosis of secretory vesicles through Ca(2+) and phospholipid binding to the C2 domain or may serve as Ca(2+) sensors in the process of vesicular trafficking and exocytosis; Synaptotagmins
401	KPNA1	9606.ENSP00000343701	KPNA1	Importin subunit alpha-5; Functions in nuclear protein import as an adapter protein for nuclear receptor KPNB1. Binds specifically and directly to substrates containing either a simple or bipartite NLS motif. Docking of the importin/substrate complex to the nuclear pore complex (NPC) is mediated by KPNB1 through binding to nucleoporin FxFG repeats and the complex is subsequently translocated through the pore by an energy requiring, Ran- dependent mechanism. At the nucleoplasmic side of the NPC, Ran binds to importin-beta and the three components separate and importin-alpha and -beta ar [...] 
402	EXOC3	9606.ENSP00000425587	EXOC3	Exocyst complex component 3; Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane
403	KCNC1	9606.ENSP00000265969	KCNC1	Potassium voltage-gated channel subfamily C member 1; Voltage-gated potassium channel that plays an important role in the rapid repolarization of fast-firing brain neurons. The channel opens in response to the voltage difference across the membrane, forming a potassium-selective channel through which potassium ions pass in accordance with their electrochemical gradient. Can form functional homotetrameric channels and heterotetrameric channels that contain variable proportions of KCNC2, and possibly other family members as well. Contributes to fire sustained trains of very brief action  [...] 
404	HTR3C	9606.ENSP00000322617	HTR3C	5-hydroxytryptamine receptor 3C; This is one of the several different receptors for 5- hydroxytryptamine (serotonin), a biogenic hormone that functions as a neurotransmitter, a hormone, and a mitogen. This receptor is a ligand-gated ion channel, which when activated causes fast, depolarizing responses. It is a cation-specific, but otherwise relatively nonselective, ion channel; 5-hydroxytryptamine receptors, ionotropic 
405	KCNA4	9606.ENSP00000328511	KCNA4	Potassium voltage-gated channel subfamily A member 4; Voltage-gated potassium channel that mediates transmembrane potassium transport in excitable membranes. Forms tetrameric potassium-selective channels through which potassium ions pass in accordance with their electrochemical gradient. The channel alternates between opened and closed conformations in response to the voltage difference across the membrane. Can form functional homotetrameric channels and heterotetrameric channels that contain variable proportions of KCNA1, KCNA2, KCNA4, KCNA5, and possibly other family members as well; [...] 
